ORDER_DATE,SHIP_DATE,SHIP_MODE,CUSTOMER_ID,SEGMENT,COUNTRY,CITY,STATE,REGION,PRODUCT_ID,CATEGORY,SUB_CATEGORY,PRODUCT_NAME,PROFIT,NET_SALES,NET_SALES_LOG,STATE_FREQ,PROFIT_CLIPPED
2021-07-04,2021-07-06,FIRST CLASS,AA-10645,CONSUMER,USA,SAN FRANCISCO,CA,WEST,FUR-BO-10001811,FURNITURE,BOOKCASES,"ATLANTIC METALS MOBILE 5-SHELF BOOKCASES, CUSTOM COLORS",225.735,5436.45125,8.601065709839508,0.20383310041924535,225.735
2021-07-04,2021-07-04,SAME DAY,RB-19465,HOME OFFICE,USA,SEATTLE,WA,WEST,TEC-PH-10001198,TECHNOLOGY,PHONES,AVAYA 4621SW VOIP PHONE,19.9665,425.952,6.056671594731916,0.05110800558993811,19.9665
2021-07-07,2021-07-13,STANDARD CLASS,CC-12100,HOME OFFICE,USA,PHILADELPHIA,PA,EAST,OFF-BI-10001308,OFFICE SUPPLIES,BINDERS,GBC STANDARD PLASTIC BINDING SYSTEMS' COMBS,-7.85,14.130000000000003,2.716679527800265,0.057496506288680374,-7.85
2021-07-07,2021-07-11,SECOND CLASS,BF-11020,CORPORATE,USA,AURORA,IL,CENTRAL,OFF-PA-10001609,OFFICE SUPPLIES,PAPER,TOPS WIREBOUND MESSAGE LOG BOOKS,7.6986,170.5536,5.144895754219803,0.05510081852665202,7.6986
2021-07-07,2021-07-13,STANDARD CLASS,MJ-17740,CONSUMER,USA,OREM,UT,WEST,OFF-AR-10004602,OFFICE SUPPLIES,ART,BOSTON KS MULTI-SIZE MANUAL PENCIL SHARPENER,12.8744,91.96,4.532169293103601,0.005190656817728089,12.8744
2021-07-07,2021-07-12,STANDARD CLASS,SC-20695,CORPORATE,USA,HIALEAH,FL,SOUTH,OFF-SU-10004664,OFFICE SUPPLIES,SUPPLIES,ACME SOFTGRIP SCISSORS,5.1282,255.27040000000002,5.546233137040027,0.03992812936713915,5.1282
2021-07-07,2021-07-09,SECOND CLASS,CC-12370,CONSUMER,USA,LOS ANGELES,CA,WEST,FUR-CH-10003061,FURNITURE,CHAIRS,"GLOBAL LEATHER TASK CHAIR, BLACK",-3.5996,921.4976000000001,6.827084774285282,0.20383310041924535,-3.5996
2021-07-07,2021-07-11,STANDARD CLASS,RM-19375,CONSUMER,USA,SAN JOSE,CA,WEST,FUR-FU-10003039,FURNITURE,FURNISHINGS,"HOWARD MILLER 11-1/2"" DIAMETER GRANTWOOD WALL CLOCK",73.321,1078.25,6.984021634435587,0.20383310041924535,73.321
2021-07-08,2021-07-12,STANDARD CLASS,JE-15715,CONSUMER,USA,BROOMFIELD,CO,WEST,OFF-BI-10002082,OFFICE SUPPLIES,BINDERS,GBC TWIN LOOP WIRE BINDING ELEMENTS,-13.312,11.980800000000002,2.5634713426586635,0.015771611100019962,-13.312
2021-07-08,2021-07-10,SECOND CLASS,SC-20230,CORPORATE,USA,ARLINGTON,TX,CENTRAL,TEC-PH-10004345,TECHNOLOGY,PHONES,CISCO SPA 502G IP PHONE,107.955,6218.2080000000005,8.73539784643621,0.09722499500898382,107.955
2021-07-08,2021-07-14,STANDARD CLASS,CC-12220,CONSUMER,USA,SEATTLE,WA,WEST,TEC-PH-10001580,TECHNOLOGY,PHONES,LOGITECH MOBILE SPEAKERPHONE P710E - SPEAKER PHONE,9.4486,86.3872,4.4703488188469445,0.05110800558993811,9.4486
2021-07-08,2021-07-08,SAME DAY,ZD-21925,CONSUMER,USA,JACKSONVILLE,FL,SOUTH,TEC-PH-10002824,TECHNOLOGY,PHONES,JABRA SPEAK 410 MULTIDEVICE SPEAKERPHONE,51.4975,3295.84,8.100719712928436,0.03992812936713915,51.4975
2021-07-08,2021-07-12,STANDARD CLASS,TH-21115,CORPORATE,USA,PROVIDENCE,RI,EAST,OFF-PA-10000289,OFFICE SUPPLIES,PAPER,XEROX 213,6.2208,25.92,3.2928695047765273,0.004991016170892394,6.2208
2021-07-09,2021-07-13,STANDARD CLASS,JD-15895,CORPORATE,USA,NEW YORK CITY,NY,EAST,FUR-FU-10000723,FURNITURE,FURNISHINGS,"DEFLECT-O ECONOMAT STUDDED, NO BEVEL MAT FOR LOW PILE CARPETING",14.8752,661.12,6.495446808391964,0.112198043521661,14.8752
2021-07-10,2021-07-16,STANDARD CLASS,AA-10375,CONSUMER,USA,MESA,AZ,WEST,OFF-ST-10001325,OFFICE SUPPLIES,STORAGE,STERILITE OFFICEWARE HINGED FILE BOX,1.4672,26.8288,3.3260714556717517,0.021561189858255142,1.4672
2021-07-10,2021-07-10,SAME DAY,EA-14035,CORPORATE,USA,PHILADELPHIA,PA,EAST,TEC-MA-10000904,TECHNOLOGY,MACHINES,"BROTHER MFC-9340CDW LED ALL-IN-ONE PRINTER, COPIER SCANNER",-319.1916,307.79190000000006,5.732667587236645,0.057496506288680374,-121.119
2021-07-10,2021-07-14,STANDARD CLASS,LH-17155,CONSUMER,USA,DALLAS,TX,CENTRAL,OFF-AR-10002135,OFFICE SUPPLIES,ART,BOSTON HEAVY-DUTY TRIMLINE ELECTRIC PENCIL SHARPENERS,17.352,493.56800000000004,6.2036846542478,0.09722499500898382,17.352
2021-07-10,2021-07-11,SAME DAY,NZ-18565,HOME OFFICE,USA,YUMA,AZ,WEST,OFF-BI-10001658,OFFICE SUPPLIES,BINDERS,GBC STANDARD THERM-A-BIND COVERS,-35.8848,80.74080000000002,4.403553265218162,0.021561189858255142,-35.8848
2021-07-12,2021-07-19,STANDARD CLASS,KH-16690,CORPORATE,USA,LOS ANGELES,CA,WEST,TEC-PH-10000149,TECHNOLOGY,PHONES,CISCO SPA525G2 IP PHONE - WIRELESS,7.182,459.6480000000001,6.132634193854427,0.20383310041924535,7.182
2021-07-14,2021-07-18,SECOND CLASS,JS-15880,CONSUMER,USA,IRVING,TX,CENTRAL,OFF-PA-10001497,OFFICE SUPPLIES,PAPER,XEROX 1914,79.692,879.3600000000001,6.780330914726472,0.09722499500898382,79.692
2021-07-14,2021-07-16,FIRST CLASS,TP-21130,CONSUMER,USA,PHILADELPHIA,PA,EAST,OFF-SU-10004115,OFFICE SUPPLIES,SUPPLIES,ACME STAINLESS STEEL OFFICE SNIPS,1.0178,18.6112,2.9761008316047635,0.057496506288680374,1.0178
2021-07-14,2021-07-18,SECOND CLASS,SW-20755,CORPORATE,USA,NEW YORK CITY,NY,EAST,OFF-AR-10004999,OFFICE SUPPLIES,ART,NEWELL 315,10.465,293.02,5.68364779223582,0.112198043521661,10.465
2021-07-14,2021-07-18,SECOND CLASS,RE-19450,CONSUMER,USA,AUBURN,NY,EAST,OFF-FA-10000936,OFFICE SUPPLIES,FASTENERS,ACCO HOT CLIPS CLIPS TO GO,13.3245,266.49,5.589082182459723,0.112198043521661,13.3245
2021-07-14,2021-07-19,STANDARD CLASS,AR-10570,CONSUMER,USA,COLUMBUS,GA,SOUTH,FUR-FU-10004848,FURNITURE,FURNISHINGS,"HOWARD MILLER 13-3/4"" DIAMETER BRUSHED CHROME ROUND WALL CLOCK",15.525,51.75,3.965563772356176,0.018167298862048313,15.525
2021-07-14,2021-07-18,STANDARD CLASS,RB-19360,CONSUMER,USA,SAN FRANCISCO,CA,WEST,TEC-PH-10004093,TECHNOLOGY,PHONES,PANASONIC KX-TS550,12.4173,264.90240000000006,5.583129324157846,0.20383310041924535,12.4173
2021-07-14,2021-07-14,SAME DAY,RH-19600,CONSUMER,USA,HUNTSVILLE,AL,SOUTH,TEC-AC-10002345,TECHNOLOGY,ACCESSORIES,HP STANDARD 104 KEY PS/2 KEYBOARD,7.25,58.0,4.07753744390572,0.006787781992413655,7.25
2021-07-14,2021-07-17,FIRST CLASS,ES-14080,CORPORATE,USA,TUCSON,AZ,WEST,TEC-PH-10002262,TECHNOLOGY,PHONES,LG ELECTRONICS TONE+ HBS-730 BLUETOOTH HEADSET,38.0864,2437.5296,7.799150513686236,0.021561189858255142,38.0864
2021-07-14,2021-07-18,STANDARD CLASS,DR-12880,CORPORATE,USA,NEW YORK CITY,NY,EAST,OFF-BI-10004094,OFFICE SUPPLIES,BINDERS,GBC STANDARD PLASTIC BINDING SYSTEMS COMBS,5.133,22.656000000000002,3.163616782550176,0.112198043521661,5.133
2021-07-14,2021-07-16,SECOND CLASS,BM-11785,CONSUMER,USA,HOUSTON,TX,CENTRAL,TEC-PH-10003437,TECHNOLOGY,PHONES,BLUE PARROT B250XT PROFESSIONAL GRADE WIRELESS BLUETOOTH HEADSET WITH,52.493,2351.6864,7.763313103177155,0.09722499500898382,52.493
2021-07-15,2021-07-21,STANDARD CLASS,RH-19510,HOME OFFICE,USA,PROVO,UT,WEST,OFF-SU-10000952,OFFICE SUPPLIES,SUPPLIES,FISKARS HOME & OFFICE SCISSORS,12.432,222.0,5.407171771460119,0.005190656817728089,12.432
2021-07-15,2021-07-20,STANDARD CLASS,MC-17425,CORPORATE,USA,PORTLAND,OR,WEST,FUR-CH-10004886,FURNITURE,CHAIRS,BEVIS STEEL FOLDING CHAIRS,23.028,552.672,6.316572453650145,0.011179876222798962,23.028
2021-07-16,2021-07-20,SECOND CLASS,JD-15895,CORPORATE,USA,COLUMBIA,SC,SOUTH,OFF-BI-10004728,OFFICE SUPPLIES,BINDERS,WILSON JONES TURN TABS BINDER TOOL FOR RING BINDERS,11.086,120.5,4.799914262780603,0.003992812936713915,11.086
2021-07-16,2021-07-18,SECOND CLASS,MC-17425,CORPORATE,USA,HOUSTON,TX,CENTRAL,FUR-FU-10001940,FURNITURE,FURNISHINGS,STAPLE-BASED WALL HANGINGS,-3.8208,11.4624,2.522716111183547,0.09722499500898382,-3.8208
2021-07-16,2021-07-22,STANDARD CLASS,AM-10360,CORPORATE,USA,GRAND PRAIRIE,TX,CENTRAL,OFF-PA-10001950,OFFICE SUPPLIES,PAPER,SOUTHWORTH 25% COTTON ANTIQUE LAID PAPER & ENVELOPES,6.255,48.038399999999996,3.892603664668296,0.09722499500898382,6.255
2021-07-16,2021-07-21,STANDARD CLASS,CK-12205,CONSUMER,USA,PHILADELPHIA,PA,EAST,OFF-SU-10001574,OFFICE SUPPLIES,SUPPLIES,ACME VALUE LINE SCISSORS,0.73,9.344,2.3364066414695563,0.057496506288680374,0.73
2021-07-17,2021-07-21,STANDARD CLASS,MC-17590,CORPORATE,USA,PERTH AMBOY,NJ,EAST,OFF-AP-10004487,OFFICE SUPPLIES,APPLIANCES,KENSINGTON 4 OUTLET MASTERPIECE COMPACT POWER CONTROL CENTER,45.5392,325.28,5.78775590843238,0.01217807945697744,45.5392
2021-07-17,2021-07-22,STANDARD CLASS,AT-10735,CONSUMER,USA,NEW YORK CITY,NY,EAST,OFF-AP-10002892,OFFICE SUPPLIES,APPLIANCES,BELKIN F5C206VTEL 6 OUTLET SURGE,13.788,91.92,4.531738907902208,0.112198043521661,13.788
2021-07-17,2021-07-22,STANDARD CLASS,AA-10480,CONSUMER,USA,SPRINGFIELD,MO,CENTRAL,OFF-ST-10000078,OFFICE SUPPLIES,STORAGE,TENNSCO 6- AND 18-COMPARTMENT LOCKERS,47.7306,265.17,5.584135202390067,0.005989219405070872,47.7306
2021-07-17,2021-07-22,SECOND CLASS,DK-13375,CONSUMER,USA,SEATTLE,WA,WEST,FUR-FU-10004164,FURNITURE,FURNISHINGS,"ELDON 300 CLASS DESK ACCESSORIES, BLACK",10.89,123.75,4.826311734631628,0.05110800558993811,10.89
2021-07-17,2021-07-22,STANDARD CLASS,RA-19885,CORPORATE,USA,LOS ANGELES,CA,WEST,OFF-ST-10003479,OFFICE SUPPLIES,STORAGE,"ELDON BASE FOR STACKABLE STORAGE SHELF, PLATINUM",3.894,155.76,5.05471597333143,0.20383310041924535,3.894
2021-07-18,2021-07-23,STANDARD CLASS,KH-16330,CORPORATE,USA,BOWLING GREEN,KY,SOUTH,FUR-CH-10000988,FURNITURE,CHAIRS,HON OLSON STACKER STOOLS,39.4268,140.81,4.954488133473255,0.01217807945697744,39.4268
2021-07-18,2021-07-24,STANDARD CLASS,LS-16945,CORPORATE,USA,DENVER,CO,WEST,FUR-CH-10002335,FURNITURE,CHAIRS,HON GUESTSTACKER CHAIR,40.8006,1305.6192,7.175198316925962,0.015771611100019962,40.8006
2021-07-18,2021-07-23,STANDARD CLASS,JP-15460,CORPORATE,USA,GLENDALE,AZ,WEST,OFF-SU-10004782,OFFICE SUPPLIES,SUPPLIES,"ELITE 5"" SCISSORS",4.225,135.20000000000002,4.914124393715412,0.021561189858255142,4.225
2021-07-18,2021-07-22,STANDARD CLASS,NK-18490,HOME OFFICE,USA,PHILADELPHIA,PA,EAST,OFF-AR-10001545,OFFICE SUPPLIES,ART,NEWELL 326,1.2672,72.0896,4.291686085772441,0.057496506288680374,1.2672
2021-07-18,2021-07-22,STANDARD CLASS,NP-18670,CONSUMER,USA,PHOENIX,AZ,WEST,TEC-PH-10001924,TECHNOLOGY,PHONES,IHOME FM CLOCK RADIO WITH LIGHTNING DOCK,3.4995,44.7936,3.82414434336461,0.021561189858255142,3.4995
2021-07-18,2021-07-23,SECOND CLASS,SV-20935,CONSUMER,USA,DALLAS,TX,CENTRAL,TEC-AC-10000487,TECHNOLOGY,ACCESSORIES,SANDISK CRUZER 4 GB USB FLASH DRIVE,3.3099,37.382400000000004,3.6475990211935208,0.09722499500898382,3.3099
2021-07-19,2021-07-25,STANDARD CLASS,JS-16030,CONSUMER,USA,HATTIESBURG,MS,SOUTH,OFF-BI-10000404,OFFICE SUPPLIES,BINDERS,AVERY PRINTABLE REPOSITIONABLE PLASTIC TABS,4.042,8.6,2.2617630984737906,0.005190656817728089,4.042
2021-07-19,2021-07-21,FIRST CLASS,TC-21535,HOME OFFICE,USA,SAN FRANCISCO,CA,WEST,TEC-AC-10003095,TECHNOLOGY,ACCESSORIES,LOGITECH G35 7.1-CHANNEL SURROUND SOUND HEADSET,132.5898,1169.91,7.065536503257189,0.20383310041924535,132.5898
2021-07-20,2021-07-23,SECOND CLASS,PJ-19015,CONSUMER,USA,LONG BEACH,NY,EAST,TEC-PH-10003589,TECHNOLOGY,PHONES,INVISIBLESHIELD BY ZAGG SMUDGE-FREE SCREEN PROTECTOR,43.176,449.75,6.110912862083427,0.112198043521661,43.176
2021-07-21,2021-07-26,STANDARD CLASS,BP-11290,CONSUMER,USA,CONCORD,NC,SOUTH,OFF-LA-10000262,OFFICE SUPPLIES,LABELS,AVERY 494,2.0358,15.033600000000002,2.7746865203219273,0.02715112796965462,2.0358
2021-07-21,2021-07-21,SAME DAY,JG-15310,CORPORATE,USA,NEWARK,OH,EAST,OFF-BI-10001116,OFFICE SUPPLIES,BINDERS,"WILSON JONES 1"" HANGING DUBLLOCK RING BINDERS",-8.1312,23.284800000000004,3.1898506402274567,0.0471151926532242,-8.1312
2021-07-21,2021-07-26,STANDARD CLASS,DK-12835,CORPORATE,USA,ROSEVILLE,CA,WEST,OFF-LA-10003766,OFFICE SUPPLIES,LABELS,SELF-ADHESIVE REMOVABLE LABELS,1.512,3.15,1.423108334242607,0.20383310041924535,1.512
2021-07-21,2021-07-23,SECOND CLASS,CC-12610,CORPORATE,USA,PHILADELPHIA,PA,EAST,OFF-BI-10000301,OFFICE SUPPLIES,BINDERS,GBC INSTANT REPORT KIT,-1.294,0.5823000000000002,0.45887948474280055,0.057496506288680374,-1.294
2021-07-22,2021-07-29,STANDARD CLASS,KN-16705,HOME OFFICE,USA,SPARKS,NV,WEST,OFF-SU-10004261,OFFICE SUPPLIES,SUPPLIES,"FISKARS 8"" SCISSORS, 2/PACK",24.998,431.0,6.068425588244111,0.0045917348772210025,24.998
2021-07-22,2021-07-26,STANDARD CLASS,DK-13375,CONSUMER,USA,WESTLAND,MI,CENTRAL,OFF-PA-10002262,OFFICE SUPPLIES,PAPER,XEROX 192,15.552,162.0,5.093750200806762,0.0233579556797764,15.552
2021-07-22,2021-07-26,STANDARD CLASS,MF-17665,CORPORATE,USA,COLUMBIA,MD,EAST,OFF-AP-10002350,OFFICE SUPPLIES,APPLIANCES,BELKIN F9H710-06 7 OUTLET SURGEMASTER SURGE PROTECTOR,10.5504,75.36,4.335458998857547,0.009183469754442005,10.5504
2021-07-22,2021-07-24,SECOND CLASS,DL-13495,CORPORATE,USA,SAN FRANCISCO,CA,WEST,OFF-LA-10003766,OFFICE SUPPLIES,LABELS,SELF-ADHESIVE REMOVABLE LABELS,3.024,12.6,2.6100697927420065,0.20383310041924535,3.024
2021-07-22,2021-07-27,STANDARD CLASS,CJ-12010,CONSUMER,USA,ALLENTOWN,PA,EAST,FUR-FU-10002456,FURNITURE,FURNISHINGS,"MASTER CASTER DOOR STOP, LARGE NEON ORANGE",3.3488,18.6368,2.977405356861107,0.057496506288680374,3.3488
2021-07-23,2021-07-28,STANDARD CLASS,CK-12205,CONSUMER,USA,MCALLEN,TX,CENTRAL,OFF-PA-10004355,OFFICE SUPPLIES,PAPER,XEROX 231,1.8144,4.147200000000001,1.638452877502625,0.09722499500898382,1.8144
2021-07-23,2021-07-27,STANDARD CLASS,NF-18475,HOME OFFICE,USA,ROCKFORD,IL,CENTRAL,OFF-BI-10000948,OFFICE SUPPLIES,BINDERS,"GBC LASER IMPRINTABLE BINDING SYSTEM COVERS, DESERT SAND",-18.8364,9.132799999999998,2.3157776867800286,0.05510081852665202,-18.8364
2021-07-23,2021-07-27,STANDARD CLASS,JB-15400,CORPORATE,USA,TAMPA,FL,SOUTH,TEC-MA-10004002,TECHNOLOGY,MACHINES,ZEBRA GX420T DIRECT THERMAL/THERMAL TRANSFER PRINTER,-111.4995,132.7375,4.895878923464725,0.03992812936713915,-111.4995
2021-07-23,2021-07-26,FIRST CLASS,IL-15100,CONSUMER,USA,HOUSTON,TX,CENTRAL,TEC-PH-10004100,TECHNOLOGY,PHONES,GRIFFIN GC17055 AUXILIARY AUDIO CABLE,11.5136,736.8704,6.603768199423176,0.09722499500898382,11.5136
2021-07-24,2021-07-26,SECOND CLASS,DB-12970,CORPORATE,USA,NEW YORK CITY,NY,EAST,FUR-CH-10001708,FURNITURE,CHAIRS,OFFICE STAR - CONTEMPORARY SWIVEL CHAIR WITH PADDED ADJUSTABLE ARMS AND FLEX BACK,31.0156,456.77520000000004,6.126378233923537,0.112198043521661,31.0156
2021-07-24,2021-07-25,FIRST CLASS,JG-15160,CONSUMER,USA,LAFAYETTE,LA,SOUTH,OFF-AR-10004456,OFFICE SUPPLIES,ART,PANASONIC KP-4ABK BATTERY-OPERATED PENCIL SHARPENER,21.228,366.0,5.905361848054571,0.004192453583549611,21.228
2021-07-25,2021-07-31,STANDARD CLASS,SC-20095,CONSUMER,USA,COSTA MESA,CA,WEST,FUR-CH-10002602,FURNITURE,CHAIRS,DMI ARTURO COLLECTION MISSION-STYLE DESIGN WOOD CHAIR,18.1176,386.50880000000006,5.95973855821296,0.20383310041924535,18.1176
2021-07-25,2021-07-29,STANDARD CLASS,BE-11335,HOME OFFICE,USA,HOUSTON,TX,CENTRAL,OFF-EN-10003040,OFFICE SUPPLIES,ENVELOPES,QUALITY PARK SECURITY ENVELOPES,7.0659,16.7488,2.876317908002258,0.09722499500898382,7.0659
2021-07-25,2021-07-25,SAME DAY,BC-11125,HOME OFFICE,USA,SAN FRANCISCO,CA,WEST,OFF-AR-10001419,OFFICE SUPPLIES,ART,NEWELL 325,11.151,334.53000000000003,5.81571137119206,0.20383310041924535,11.151
2021-07-25,2021-07-26,FIRST CLASS,KM-16375,HOME OFFICE,USA,ARLINGTON,VA,SOUTH,OFF-BI-10003694,OFFICE SUPPLIES,BINDERS,"AVERY 3 1/2"" DISKETTE STORAGE PAGES, 10/PACK",4.8024,10.44,2.437115985951652,0.02295867438610501,4.8024
2021-07-25,2021-07-29,STANDARD CLASS,RR-19525,CORPORATE,USA,TOLEDO,OH,EAST,OFF-AP-10000026,OFFICE SUPPLIES,APPLIANCES,TRIPP LITE ISOTEL 6 OUTLET SURGE PROTECTOR WITH FAX/MODEM PROTECTION,27.4365,975.5200000000001,6.883995231417798,0.0471151926532242,27.4365
2021-07-25,2021-07-29,STANDARD CLASS,MT-17815,CONSUMER,USA,JACKSON,MS,SOUTH,FUR-TA-10004915,FURNITURE,TABLES,"OFFICE IMPRESSIONS END TABLE, 20-1/2""H X 24""W X 20""D",388.8128,19440.64,9.875172436596063,0.005190656817728089,312.33824000000027
2021-07-25,2021-07-27,FIRST CLASS,CB-12415,CONSUMER,USA,COLUMBUS,OH,EAST,TEC-CO-10001449,TECHNOLOGY,COPIERS,HEWLETT PACKARD LASERJET 3310 COPIER,191.9968,3455.9424000000004,8.148139777937283,0.0471151926532242,191.9968
2021-07-25,2021-07-28,SECOND CLASS,SH-19975,CORPORATE,USA,MILWAUKEE,WI,CENTRAL,FUR-FU-10001756,FURNITURE,FURNISHINGS,"ELDON EXPRESSIONS DESK ACCESSORY, WOOD PHOTO FRAME, MAHOGANY",27.608,476.0,6.1675164908883415,0.010580954282291874,27.608
2021-07-25,2021-07-27,SECOND CLASS,LB-16735,CONSUMER,USA,LOS ANGELES,CA,WEST,OFF-FA-10000624,OFFICE SUPPLIES,FASTENERS,OIC BINDER CLIPS,10.74,128.88,4.866610947234645,0.20383310041924535,10.74
2021-07-25,2021-07-29,STANDARD CLASS,KH-16630,CORPORATE,USA,HOUSTON,TX,CENTRAL,OFF-LA-10004345,OFFICE SUPPLIES,LABELS,AVERY 493,5.6956,50.278400000000005,3.9372696108775957,0.09722499500898382,5.6956
2021-07-28,2021-07-29,FIRST CLASS,OT-18730,CONSUMER,USA,BETHLEHEM,PA,EAST,OFF-BI-10000545,OFFICE SUPPLIES,BINDERS,GBC IBIMASTER 500 MANUAL PROCLICK BINDING SYSTEM,-913.176,2465.5752,7.8105859087555505,0.057496506288680374,-121.119
2021-07-28,2021-08-03,STANDARD CLASS,SC-20680,HOME OFFICE,USA,HOLLAND,MI,CENTRAL,OFF-FA-10000735,OFFICE SUPPLIES,FASTENERS,STAPLES,9.198,143.08,4.9703687008677,0.0233579556797764,9.198
2021-07-28,2021-08-03,STANDARD CLASS,KM-16660,CONSUMER,USA,LOS ANGELES,CA,WEST,OFF-LA-10000305,OFFICE SUPPLIES,LABELS,AVERY 495,8.694,56.699999999999996,4.055257173514054,0.20383310041924535,8.694
2021-07-28,2021-08-01,STANDARD CLASS,BF-11005,HOME OFFICE,USA,PASADENA,TX,CENTRAL,FUR-FU-10003691,FURNITURE,FURNISHINGS,"ELDON IMAGE SERIES DESK ACCESSORIES, EBONY",-9.88,49.400000000000006,3.919991175077323,0.09722499500898382,-9.88
2021-07-29,2021-07-31,FIRST CLASS,PW-19240,CONSUMER,USA,PENSACOLA,FL,SOUTH,OFF-BI-10000201,OFFICE SUPPLIES,BINDERS,"AVERY TRIANGLE SHAPED SHEET LIFTERS, BLACK, 2/PACK",-1.476,1.9926000000000001,1.096142574767182,0.03992812936713915,-1.476
2021-07-29,2021-08-03,STANDARD CLASS,RH-19555,CONSUMER,USA,CHARLOTTE,NC,SOUTH,OFF-ST-10003816,OFFICE SUPPLIES,STORAGE,FELLOWES HIGH-STAK DRAWER FILES,26.4285,2819.0400000000004,7.944506348228725,0.02715112796965462,26.4285
2021-07-29,2021-08-02,STANDARD CLASS,JO-15145,CORPORATE,USA,PHILADELPHIA,PA,EAST,OFF-ST-10001713,OFFICE SUPPLIES,STORAGE,"GOULD PLASTICS 9-POCKET PANEL BIN, 18-3/8W X 5-1/4D X 20-1/2H, BLACK",-16.9568,135.6544,4.917455110904363,0.057496506288680374,-16.9568
2021-07-30,2021-08-04,STANDARD CLASS,KH-16360,CONSUMER,USA,CHICAGO,IL,CENTRAL,OFF-LA-10003663,OFFICE SUPPLIES,LABELS,AVERY 498,3.1212,29.5936,3.420790836756558,0.05510081852665202,3.1212
2021-07-30,2021-08-02,FIRST CLASS,RW-19630,CORPORATE,USA,SAN FRANCISCO,CA,WEST,OFF-AP-10003849,OFFICE SUPPLIES,APPLIANCES,HOOVER SHOULDER VAC COMMERCIAL PORTABLE VACUUM,178.91,1431.28,7.267022859133207,0.20383310041924535,178.91
2021-07-30,2021-08-04,STANDARD CLASS,LS-16975,HOME OFFICE,USA,HOUSTON,TX,CENTRAL,OFF-BI-10002353,OFFICE SUPPLIES,BINDERS,GBC VELOBIND COVER SETS,-13.896,5.558399999999998,1.8807466707679357,0.09722499500898382,-13.896
2021-07-31,2021-08-06,STANDARD CLASS,KL-16645,CONSUMER,USA,DETROIT,MI,CENTRAL,FUR-FU-10002918,FURNITURE,FURNISHINGS,ELDON CLUSTERMAT CHAIR MAT WITH CORDLESS ANTISTATIC PROTECTION,30.0234,818.8199999999999,6.7090848039668485,0.0233579556797764,30.0234
2021-07-31,2021-08-05,STANDARD CLASS,AH-10690,CORPORATE,USA,SAN FRANCISCO,CA,WEST,FUR-TA-10002774,FURNITURE,TABLES,LAMINATE OCCASIONAL TABLES,-32.3673,4833.5168,8.483536464940835,0.20383310041924535,-32.3673
2021-08-01,2021-08-01,SAME DAY,TS-21205,CORPORATE,USA,RIVERSIDE,CA,WEST,TEC-PH-10002885,TECHNOLOGY,PHONES,APPLE IPHONE 5,90.9762,1663.5648,7.417318986867096,0.20383310041924535,90.9762
2021-08-01,2021-08-05,SECOND CLASS,SG-20890,CORPORATE,USA,AMARILLO,TX,CENTRAL,OFF-PA-10000249,OFFICE SUPPLIES,PAPER,EASY-STAPLE PAPER,6.6312,31.4368,3.479293580731792,0.09722499500898382,6.6312
2021-08-01,2021-08-03,SECOND CLASS,KM-16660,CONSUMER,USA,PHILADELPHIA,PA,EAST,FUR-FU-10004864,FURNITURE,FURNISHINGS,ELDON 500 CLASS DESK ACCESSORIES,3.1382,30.899200000000004,3.4625809311064253,0.057496506288680374,3.1382
2021-08-02,2021-08-04,SECOND CLASS,BF-11020,CORPORATE,USA,LOS ANGELES,CA,WEST,OFF-BI-10000285,OFFICE SUPPLIES,BINDERS,XTRALIFE CLEARVUE SLANT-D RING BINDERS BY CARDINAL,4.704,20.070400000000003,3.047869211973819,0.20383310041924535,4.704
2021-08-03,2021-08-05,SECOND CLASS,AG-10330,CONSUMER,USA,TULSA,OK,CENTRAL,OFF-EN-10002504,OFFICE SUPPLIES,ENVELOPES,"TYVEK  TOP-OPENING PEEL & SEEL ENVELOPES, PLAIN WHITE",38.3238,244.62,5.503785626182238,0.006787781992413655,38.3238
2021-08-04,2021-08-06,SECOND CLASS,LC-16930,CORPORATE,USA,SACRAMENTO,CA,WEST,OFF-BI-10003291,OFFICE SUPPLIES,BINDERS,WILSON JONES LEATHER-LIKE BINDERS WITH DUBLLOCK ROUND RINGS,7.0713,50.28480000000001,3.9373944119760074,0.20383310041924535,7.0713
2021-08-04,2021-08-08,STANDARD CLASS,ML-17755,HOME OFFICE,USA,SUFFOLK,VA,SOUTH,OFF-SU-10002573,OFFICE SUPPLIES,SUPPLIES,"ACME 10"" EASY GRIP ASSISTIVE SCISSORS",10.518,70.12,4.264368591205649,0.02295867438610501,10.518
2021-08-04,2021-08-05,FIRST CLASS,RA-19285,CONSUMER,USA,PEORIA,IL,CENTRAL,OFF-BI-10002003,OFFICE SUPPLIES,BINDERS,IBICO PRESENTATION INDEX FOR BINDING SYSTEMS,-6.567,3.9799999999999986,1.6054298910365612,0.05510081852665202,-6.567
2021-08-05,2021-08-11,STANDARD CLASS,MF-17665,CORPORATE,USA,HUNTSVILLE,AL,SOUTH,OFF-AR-10000538,OFFICE SUPPLIES,ART,"BOSTON MODEL 1800 ELECTRIC PENCIL SHARPENER, GRAY",59.115,1379.3500000000001,7.230092369182732,0.006787781992413655,59.115
